Class Name,Config Option,Description
AkkaOptions,akka.watch.heartbeat.interval,"Heartbeat interval for Akka’s DeathWatch mechanism to detect dead TaskManagers. If TaskManagers are wrongly marked dead because of lost or delayed heartbeat messages, then you should decrease this value or increase akka.watch.heartbeat.pause. A thorough description of Akka’s DeathWatch can be found <a href=""https://pekko.apache.org/docs/pekko/current/remoting-artery.html#failure-detector"">here</a>"
AkkaOptions,akka.watch.heartbeat.pause,"Acceptable heartbeat pause for Akka’s DeathWatch mechanism. A low value does not allow an irregular heartbeat. If TaskManagers are wrongly marked dead because of lost or delayed heartbeat messages, then you should increase this value or decrease akka.watch.heartbeat.interval. Higher value increases the time to detect a dead TaskManager. A thorough description of Akka’s DeathWatch can be found <a href=""https://pekko.apache.org/docs/pekko/current/remoting-artery.html#failure-detector"">here</a>"
AkkaOptions,akka.watch.threshold,"Threshold for the DeathWatch failure detector. A low value is prone to false positives whereas a high value increases the time to detect a dead TaskManager. A thorough description of Akka’s DeathWatch can be found <a href=""https://pekko.apache.org/docs/pekko/current/remoting-artery.html#failure-detector"">here</a>"
RestartStrategyOptions,restart-strategy.type,"Defines the restart strategy to use in case of job failures.<br />Accepted values are:<ul><li><code class=""highlighter-rouge"">disable</code>, <code class=""highlighter-rouge"">off</code>, <code class=""highlighter-rouge"">none</code>: No restart strategy.</li><li><code class=""highlighter-rouge"">fixed-delay</code>, <code class=""highlighter-rouge"">fixeddelay</code>: Fixed delay restart strategy. More details can be found <a href=""{{.Site.BaseURL}}{{.Site.LanguagePrefix}}/docs/ops/state/task_failure_recovery#fixed-delay-restart-strategy"">here</a>.</li><li><code class=""highlighter-rouge"">failure-rate</code>, <code class=""highlighter-rouge"">failurerate</code>: Failure rate restart strategy. More details can be found <a href=""{{.Site.BaseURL}}{{.Site.LanguagePrefix}}/docs/ops/state/task_failure_recovery#failure-rate-restart-strategy"">here</a>.</li><li><code class=""highlighter-rouge"">exponential-delay</code>, <code class=""highlighter-rouge"">exponentialdelay</code>: Exponential delay restart strategy. More details can be found <a href=""{{.Site.BaseURL}}{{.Site.LanguagePrefix}}/docs/ops/state/task_failure_recovery#exponential-delay-restart-strategy"">here</a>.</li></ul>If checkpointing is disabled, the default value is <code class=""highlighter-rouge"">disable</code>. If checkpointing is enabled, the default value is <code class=""highlighter-rouge"">exponential-delay</code>, and the default values of <code class=""highlighter-rouge"">exponential-delay</code> related config options will be used."
RestartStrategyOptions,restart-strategy.fixed-delay.attempts,"The number of times that Flink retries the execution before the job is declared as failed if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">fixed-delay</code>."
RestartStrategyOptions,restart-strategy.fixed-delay.delay,"Delay between two consecutive restart attempts if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">fixed-delay</code>. Delaying the retries can be helpful when the program interacts with external systems where for example connections or pending transactions should reach a timeout before re-execution is attempted. It can be specified using notation: ""1 min"", ""20 s"""
RestartStrategyOptions,restart-strategy.failure-rate.max-failures-per-interval,"Maximum number of restarts in given time interval before failing a job if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">failure-rate</code>."
RestartStrategyOptions,restart-strategy.failure-rate.failure-rate-interval,"Time interval for measuring failure rate if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">failure-rate</code>. It can be specified using notation: ""1 min"", ""20 s"""
RestartStrategyOptions,restart-strategy.failure-rate.delay,"Delay between two consecutive restart attempts if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">failure-rate</code>. It can be specified using notation: ""1 min"", ""20 s"""
RestartStrategyOptions,restart-strategy.exponential-delay.initial-backoff,"Starting duration between restarts if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">exponential-delay</code>. It can be specified using notation: ""1 min"", ""20 s"""
RestartStrategyOptions,restart-strategy.exponential-delay.max-backoff,"The highest possible duration between restarts if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">exponential-delay</code>. It can be specified using notation: ""1 min"", ""20 s"""
RestartStrategyOptions,restart-strategy.exponential-delay.backoff-multiplier,"Backoff value is multiplied by this value after every failure,until max backoff is reached if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">exponential-delay</code>."
RestartStrategyOptions,restart-strategy.exponential-delay.reset-backoff-threshold,"Threshold when the backoff is reset to its initial value if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">exponential-delay</code>. It specifies how long the job must be running without failure to reset the exponentially increasing backoff to its initial value. It can be specified using notation: ""1 min"", ""20 s"""
RestartStrategyOptions,restart-strategy.exponential-delay.jitter-factor,"Jitter specified as a portion of the backoff if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">exponential-delay</code>. It represents how large random value will be added or subtracted to the backoff. Useful when you want to avoid restarting multiple jobs at the same time."
RestartStrategyOptions,restart-strategy.exponential-delay.attempts-before-reset-backoff,"The number of times that Flink retries the execution before failing the job if <code class=""highlighter-rouge"">restart-strategy.type</code> has been set to <code class=""highlighter-rouge"">exponential-delay</code>. The number will be reset once the backoff is reset to its initial value."
JMXServerOptions,jmx.server.port,"The port range for the JMX server to start the registry. The port config can be a single port: ""9123"", a range of ports: ""50100-50200"", or a list of ranges and ports: ""50100-50200,50300-50400,51234"". <br />This option overrides metrics.reporter.*.port option."
StateLatencyTrackOptions,state.latency-track.keyed-state-enabled,"Whether to track latency of keyed state operations, e.g value state put/get/clear."
StateLatencyTrackOptions,state.latency-track.sample-interval,"The sample interval of latency track once 'state.latency-track.keyed-state-enabled' is enabled. The default value is 100, which means we would track the latency every 100 access requests."
StateLatencyTrackOptions,state.latency-track.history-size,Defines the number of measured latencies to maintain at each state access operation.
StateLatencyTrackOptions,state.latency-track.state-name-as-variable,Whether to expose state name as a variable if tracking latency.
SlowTaskDetectorOptions,slow-task-detector.check-interval,The interval to check slow tasks.
SlowTaskDetectorOptions,slow-task-detector.execution-time.baseline-lower-bound,The lower bound of slow task detection baseline.
SlowTaskDetectorOptions,slow-task-detector.execution-time.baseline-ratio,"The finished execution ratio threshold to calculate the slow tasks detection baseline. Given that the parallelism is N and the ratio is R, define T as the median of the first N*R finished tasks' execution time. The baseline will be T*M, where M is the multiplier of the baseline. Note that the execution time will be weighted with the task's input bytes to ensure the accuracy of the detection if data skew occurs."
SlowTaskDetectorOptions,slow-task-detector.execution-time.baseline-multiplier,"The multiplier to calculate the slow tasks detection baseline. Given that the parallelism is N and the ratio is R, define T as the median of the first N*R finished tasks' execution time. The baseline will be T*M, where M is the multiplier of the baseline. Note that the execution time will be weighted with the task's input bytes to ensure the accuracy of the detection if data skew occurs."
NettyShuffleEnvironmentOptions,taskmanager.data.port,The task manager’s external port used for data exchange operations.
NettyShuffleEnvironmentOptions,taskmanager.data.bind-port,"The task manager's bind port used for data exchange operations. Also accepts a list of ports (“50100,50101”), ranges (“50100-50200”) or a combination of both. If not configured, 'taskmanager.data.port' will be used."
NettyShuffleEnvironmentOptions,taskmanager.data.ssl.enabled,Enable SSL support for the taskmanager data transport. This is applicable only when the global flag for internal SSL (security.ssl.internal.enabled) is set to true
NettyShuffleEnvironmentOptions,taskmanager.network.batch-shuffle.compression.enabled,"Boolean flag indicating whether the shuffle data will be compressed for batch shuffle mode. Note that data is compressed per buffer and compression can incur extra CPU overhead, so it is more effective for IO bounded scenario when compression ratio is high."
NettyShuffleEnvironmentOptions,taskmanager.network.compression.codec,"The codec to be used when compressing shuffle data. If it is ""NONE"", compression is disable. If it is not ""NONE"", only ""LZ4"", ""LZO"" and ""ZSTD"" are supported now. Through tpc-ds test of these three algorithms, the results show that ""LZ4"" algorithm has the highest compression and decompression speed, but the compression ratio is the lowest. ""ZSTD"" has the highest compression ratio, but the compression and decompression speed is the slowest, and LZO is between the two. Also note that this option is experimental and might be changed in the future."
NettyShuffleEnvironmentOptions,taskmanager.network.detailed-metrics,Boolean flag to enable/disable more detailed metrics about inbound/outbound network queue lengths.
NettyShuffleEnvironmentOptions,taskmanager.network.numberOfBuffers,
NettyShuffleEnvironmentOptions,taskmanager.network.memory.fraction,"Fraction of JVM memory to use for network buffers. This determines how many streaming data exchange channels a TaskManager can have at the same time and how well buffered the channels are. If a job is rejected or you get a warning that the system has not enough buffers available, increase this value or the min/max values below. Also note, that ""taskmanager.network.memory.min""` and ""taskmanager.network.memory.max"" may override this fraction."
NettyShuffleEnvironmentOptions,taskmanager.network.memory.min,Minimum memory size for network buffers.
NettyShuffleEnvironmentOptions,taskmanager.network.memory.max,Maximum memory size for network buffers.
NettyShuffleEnvironmentOptions,taskmanager.network.max-num-tcp-connections,The maximum number of tpc connections between taskmanagers for data communication.
NettyShuffleEnvironmentOptions,taskmanager.network.memory.read-buffer.required-per-gate.max,"The maximum number of network read buffers that are required by an input gate. (An input gate is responsible for reading data from all subtasks of an upstream task.) The number of buffers needed by an input gate is dynamically calculated in runtime, depending on various factors (e.g., the parallelism of the upstream task). Among the calculated number of needed buffers, the part below this configured value is required, while the excess part, if any, is optional. A task will fail if the required buffers cannot be obtained in runtime. A task will not fail due to not obtaining optional buffers, but may suffer a performance reduction. If not explicitly configured, the default value is Integer.MAX_VALUE for streaming workloads, and 1000 for batch workloads. If explicitly configured, the configured value should be at least 1."
NettyShuffleEnvironmentOptions,taskmanager.network.memory.buffers-per-channel,"Number of exclusive network buffers for each outgoing/incoming channel (subpartition/input channel) in the credit-based flow control model. For the outgoing channel(subpartition), this value is the effective exclusive buffers per channel. For the incoming channel(input channel), this value is the max number of exclusive buffers per channel, the number of effective exclusive network buffers per channel is dynamically calculated from taskmanager.network.memory.read-buffer.required-per-gate.max and the effective range is from 0 to the configured value. The minimum valid value for the option is 0. When the option is configured as 0, the exclusive network buffers used by downstream incoming channel will be 0, but for each upstream outgoing channel, max(1, configured value) will be used. In other words, we ensure that, for performance reasons, at least one buffer is used per outgoing channel regardless of the configuration."
NettyShuffleEnvironmentOptions,taskmanager.network.memory.floating-buffers-per-gate,"Number of floating network buffers for each outgoing/incoming gate (result partition/input gate). In credit-based flow control mode, this indicates how many floating credits are shared among all the channels. The floating buffers can help relieve back-pressure caused by unbalanced data distribution among the subpartitions. For the outgoing gate(result partition), this value is the effective floating buffers per gate. For the incoming gate(input gate), this value is a recommended number of floating buffers, the number of effective floating network buffers per gate is dynamically calculated from taskmanager.network.memory.read-buffer.required-per-gate.max and the range of effective floating buffers is from 0 to (parallelism - 1)."
NettyShuffleEnvironmentOptions,taskmanager.network.sort-shuffle.min-buffers,"Minimum number of network buffers required per blocking result partition for sort-shuffle. For production usage, it is suggested to increase this config value to at least 2048 (64M memory if the default 32K memory segment size is used) to improve the data compression ratio and reduce the small network packets. Usually, several hundreds of megabytes memory is enough for large scale batch jobs. Note: you may also need to increase the size of total network memory to avoid the 'insufficient number of network buffers' error if you are increasing this config value."
NettyShuffleEnvironmentOptions,taskmanager.network.sort-shuffle.min-parallelism,"Parallelism threshold to switch between sort-based blocking shuffle and hash-based blocking shuffle, which means for batch jobs of smaller parallelism, hash-shuffle will be used and for batch jobs of larger or equal parallelism, sort-shuffle will be used. The value 1 means that sort-shuffle is the default option. Note: For production usage, you may also need to tune 'taskmanager.network.sort-shuffle.min-buffers' and 'taskmanager.memory.framework.off-heap.batch-shuffle.size' for better performance."
NettyShuffleEnvironmentOptions,taskmanager.network.hybrid-shuffle.spill-index-region-group-size,Controls the region group size(in bytes) of hybrid spilled file data index. Note: This option will be ignored if taskmanager.network.hybrid-shuffle.enable-new-mode is set true.
NettyShuffleEnvironmentOptions,taskmanager.network.hybrid-shuffle.num-retained-in-memory-regions-max,Controls the max number of hybrid retained regions in memory. Note: This option will be ignored if taskmanager.network.hybrid-shuffle.enable-new-mode is set true.
NettyShuffleEnvironmentOptions,taskmanager.network.memory.max-buffers-per-channel,"Number of max buffers that can be used for each channel. If a channel exceeds the number of max buffers, it will make the task become unavailable, cause the back pressure and block the data processing. This might speed up checkpoint alignment by preventing excessive growth of the buffered in-flight data in case of data skew and high number of configured floating buffers. This limit is not strictly guaranteed, and can be ignored by things like flatMap operators, records spanning multiple buffers or single timer producing large amount of data."
NettyShuffleEnvironmentOptions,taskmanager.network.memory.max-overdraft-buffers-per-gate,"Number of max overdraft network buffers to use for each ResultPartition. The overdraft buffers will be used when the subtask cannot apply to the normal buffers  due to back pressure, while subtask is performing an action that can not be interrupted in the middle,  like serializing a large record, flatMap operator producing multiple records for one single input record or processing time timer producing large output. In situations like that system will allow subtask to request overdraft buffers, so that the subtask can finish such uninterruptible action, without blocking unaligned checkpoints for long period of time. Overdraft buffers are provided on best effort basis only if the system has some unused buffers available. Subtask that has used overdraft buffers won't be allowed to process any more records until the overdraft buffers are returned to the pool. It should be noted that this config option only takes effect for Pipelined Shuffle."
NettyShuffleEnvironmentOptions,taskmanager.network.memory.exclusive-buffers-request-timeout-ms,"The timeout for requesting exclusive buffers for each channel. Since the number of maximum buffers and the number of required buffers is not the same for local buffer pools, there may be deadlock cases that the upstreamtasks have occupied all the buffers and the downstream tasks are waiting for the exclusive buffers. The timeout breaksthe tie by failing the request of exclusive buffers and ask users to increase the number of total buffers."
NettyShuffleEnvironmentOptions,taskmanager.network.memory.buffers-request-timeout,"The timeout for requesting buffers for each channel. Since the number of maximum buffers and the number of required buffers is not the same for local buffer pools, there may be deadlock cases that the upstreamtasks have occupied all the buffers and the downstream tasks are waiting for the exclusive buffers. The timeout breaksthe tie by failing the request of exclusive buffers and ask users to increase the number of total buffers."
NettyShuffleEnvironmentOptions,taskmanager.network.hybrid-shuffle.enable-new-mode,"The option is used to enable the new mode of hybrid shuffle, which has resolved existing issues in the legacy mode. First, the new mode uses less required network memory. Second, the new mode can store shuffle data in remote storage when the disk space is not enough, which could avoid insufficient disk space errors and is only supported when taskmanager.network.hybrid-shuffle.remote.path is configured. The new mode is currently in an experimental phase. It can be set to false to fallback to the legacy mode  if something unexpected. Once the new mode reaches a stable state, the legacy mode as well as the option will be removed."
NettyShuffleEnvironmentOptions,taskmanager.network.hybrid-shuffle.external-remote-tier-factory.class,"The option configures the class that is responsible for creating an external remote tier factory for hybrid shuffle. If configured, the hybrid shuffle will only initialize the specified remote tier according to the given class name. Currently, since the tier interfaces are not yet public and are still actively evolving, it is recommended that users do not independently implement the external remote tier until the tier interfaces are stabilized."
NettyShuffleEnvironmentOptions,taskmanager.network.hybrid-shuffle.remote.path,"The option is used to configure the base path of remote storage for hybrid shuffle. The shuffle data will be stored in remote storage when the disk space is not enough. Note: If the option is configured and taskmanager.network.hybrid-shuffle.enable-new-mode is false, this option will be ignored. If the option is not configured and taskmanager.network.hybrid-shuffle.enable-new-mode is true, the remote storage will be disabled."
NettyShuffleEnvironmentOptions,taskmanager.network.hybrid-shuffle.memory-decoupling.enabled,"The option is used to make the memory that is used by hybrid shuffle decoupled from the complexity of the job topology and the number of tasks on the task manager. It significantly reduces the chance of the ""Insufficient number of network buffers"" exception, while the workloads may suffer performance reduction silently."
NettyShuffleEnvironmentOptions,taskmanager.network.blocking-shuffle.type,"The blocking shuffle type, either ""mmap"" or ""file"". The ""auto"" means selecting the property type automatically based on system memory architecture (64 bit for mmap and 32 bit for file). Note that the memory usage of mmap is not accounted by configured memory limits, but some resource frameworks like yarn would track this memory usage and kill the container once memory exceeding some threshold. Also note that this option is experimental and might be changed future."
NettyShuffleEnvironmentOptions,taskmanager.network.tcp-connection.enable-reuse-across-jobs,"Whether to reuse tcp connections across multi jobs. If set to true, tcp connections will not be released after job finishes. The subsequent jobs will be free from the overhead of the connection re-establish. However, this may lead to an increase in the total number of connections on your machine. When it reaches the upper limit, you can set it to false to release idle connections. Note that to avoid connection leak, you must set taskmanager.network.max-num-tcp-connections to a smaller value before you enable tcp connection reuse."
NettyShuffleEnvironmentOptions,taskmanager.network.netty.num-arenas,The number of Netty arenas.
NettyShuffleEnvironmentOptions,taskmanager.network.netty.server.numThreads,The number of Netty server threads.
NettyShuffleEnvironmentOptions,taskmanager.network.netty.client.numThreads,The number of Netty client threads.
NettyShuffleEnvironmentOptions,taskmanager.network.netty.server.backlog,The netty server connection backlog.
NettyShuffleEnvironmentOptions,taskmanager.network.netty.client.connectTimeoutSec,The Netty client connection timeout.
NettyShuffleEnvironmentOptions,taskmanager.network.retries,The number of retry attempts for network communication. Currently it's only used for establishing input/output channel connections
NettyShuffleEnvironmentOptions,taskmanager.network.netty.sendReceiveBufferSize,The Netty send and receive buffer size. This defaults to the system buffer size (cat /proc/sys/net/ipv4/tcp_[rw]mem) and is 4 MiB in modern Linux.
NettyShuffleEnvironmentOptions,taskmanager.network.netty.transport,"The Netty transport type, either ""nio"" or ""epoll"". The ""auto"" means selecting the property mode automatically based on the platform. Note that the ""epoll"" mode can get better performance, less GC and have more advanced features which are only available on modern Linux."
NettyShuffleEnvironmentOptions,taskmanager.network.netty.client.tcp.keepIdleSec,"The time (in seconds) the connection needs to remain idle before TCP starts sending keepalive probes. Note: This will not take effect when using netty transport type of nio with an older version of JDK 8, refer to https://bugs.openjdk.org/browse/JDK-8194298."
NettyShuffleEnvironmentOptions,taskmanager.network.netty.client.tcp.keepIntervalSec,"The time (in seconds) between individual keepalive probes. Note: This will not take effect when using netty transport type of nio with an older version of JDK 8, refer to https://bugs.openjdk.org/browse/JDK-8194298."
NettyShuffleEnvironmentOptions,taskmanager.network.netty.client.tcp.keepCount,"The maximum number of keepalive probes TCP should send before Netty client dropping the connection. Note: This will not take effect when using netty transport type of nio with an older version of JDK 8, refer to https://bugs.openjdk.org/browse/JDK-8194298."
NettyShuffleEnvironmentOptions,taskmanager.network.request-backoff.initial,Minimum backoff in milliseconds for partition requests of local input channels.
NettyShuffleEnvironmentOptions,taskmanager.network.request-backoff.max,Maximum backoff in milliseconds for partition requests of local input channels.
NettyShuffleEnvironmentOptions,taskmanager.network.partition-request-timeout,"Timeout for an individual partition request of remote input channels. The partition request will finally fail if the total wait time exceeds twice the value of <code class=""highlighter-rouge"">taskmanager.network.request-backoff.max</code>."
OptimizerOptions,compiler.delimited-informat.max-line-samples,The maximum number of line samples taken by the compiler for delimited inputs. The samples are used to estimate the number of records. This value can be overridden for a specific input with the input format’s parameters.
OptimizerOptions,compiler.delimited-informat.min-line-samples,The minimum number of line samples taken by the compiler for delimited inputs. The samples are used to estimate the number of records. This value can be overridden for a specific input with the input format’s parameters
OptimizerOptions,compiler.delimited-informat.max-sample-len,"The maximal length of a line sample that the compiler takes for delimited inputs. If the length of a single sample exceeds this value (possible because of misconfiguration of the parser), the sampling aborts. This value can be overridden for a specific input with the input format’s parameters."
StateChangelogOptions,state.changelog.periodic-materialize.enabled,"Defines whether to enable periodic materialization, all changelogs will not be truncated which may increase the space of checkpoint if disabled"
StateChangelogOptions,state.changelog.periodic-materialize.interval,Defines the interval in milliseconds to perform periodic materialization for state backend. It only takes effect when state.changelog.periodic-materialize.enabled is true
StateChangelogOptions,state.changelog.max-failures-allowed,Max number of consecutive materialization failures allowed.
StateChangelogOptions,state.changelog.enabled,"Whether to enable state backend to write state changes to StateChangelog. If this config is not set explicitly, it means no preference for enabling the change log, and the value in lower config level will take effect. The default value 'false' here means if no value set (job or cluster), the change log will not be enabled."
StateChangelogOptions,state.changelog.storage,The storage to be used to store state changelog.<br />The implementation can be specified via their shortcut name.<br />The list of recognized shortcut names currently includes 'memory' and 'filesystem'.
JobEventStoreOptions,job-event.store.write-buffer.size,The size of the write buffer of JobEventStore. The content will be flushed to external file system once the buffer is full
JobEventStoreOptions,job-event.store.write-buffer.flush-interval,The flush interval of JobEventStore write buffers. Buffer contents will be flushed to external file system regularly with regard to this value.
QueryableStateOptions,queryable-state.proxy.ports,"The port range of the queryable state proxy. The specified range can be a single port: ""9123"", a range of ports: ""50100-50200"", or a list of ranges and ports: ""50100-50200,50300-50400,51234""."
QueryableStateOptions,queryable-state.proxy.network-threads,Number of network (Netty's event loop) Threads for queryable state proxy.
QueryableStateOptions,queryable-state.proxy.query-threads,Number of query Threads for queryable state proxy. Uses the number of slots if set to 0.
QueryableStateOptions,queryable-state.server.ports,"The port range of the queryable state server. The specified range can be a single port: ""9123"", a range of ports: ""50100-50200"", or a list of ranges and ports: ""50100-50200,50300-50400,51234""."
QueryableStateOptions,queryable-state.server.network-threads,Number of network (Netty's event loop) Threads for queryable state server.
QueryableStateOptions,queryable-state.server.query-threads,Number of query Threads for queryable state server. Uses the number of slots if set to 0.
QueryableStateOptions,queryable-state.enable,Option whether the queryable state proxy and server should be enabled where possible and configurable.
QueryableStateOptions,queryable-state.client.network-threads,Number of network (Netty's event loop) Threads for queryable state client.
StateBackendOptions,state.backend.type,"The state backend to be used to store state.<br />The implementation can be specified either via their shortcut  name, or via the class name of a <code class=""highlighter-rouge"">StateBackendFactory</code>. If a factory is specified it is instantiated via its zero argument constructor and its <code class=""highlighter-rouge"">StateBackendFactory#createFromConfig(ReadableConfig, ClassLoader)</code> method is called.<br />Recognized shortcut names are 'hashmap' and 'rocksdb'."
StateBackendOptions,state.backend.latency-track.keyed-state-enabled,"Whether to track latency of keyed state operations, e.g value state put/get/clear."
StateBackendOptions,state.backend.latency-track.sample-interval,"The sample interval of latency track once 'state.backend.latency-track.keyed-state-enabled' is enabled. The default value is 100, which means we would track the latency every 100 access requests."
StateBackendOptions,state.backend.latency-track.history-size,Defines the number of measured latencies to maintain at each state access operation.
StateBackendOptions,state.backend.latency-track.state-name-as-variable,Whether to expose state name as a variable if tracking latency.
ConfigConstants,restart-strategy.fixed-delay.delay,
ConfigConstants,jobmanager.web.address,
ResourceManagerOptions,resourcemanager.job.timeout,Timeout for jobs which don't have a job manager as leader assigned.
ResourceManagerOptions,local.number-resourcemanager,The number of resource managers start.
ResourceManagerOptions,resourcemanager.rpc.port,"Defines the network port to connect to for communication with the resource manager. By default, the port of the JobManager, because the same ActorSystem is used. Its not possible to use this configuration key to define port ranges."
ResourceManagerOptions,slotmanager.number-of-slots.min,"Defines the minimum number of slots that the Flink cluster allocates. This configuration option is meant for cluster to initialize certain workers in best efforts when starting. This can be used to speed up a job startup process. Note that this configuration option does not take effect for standalone clusters, where how many slots are allocated is not controlled by Flink."
ResourceManagerOptions,slotmanager.number-of-slots.max,"Defines the maximum number of slots that the Flink cluster allocates. This configuration option is meant for limiting the resource consumption for batch workloads. It is not recommended to configure this option for streaming workloads, which may fail if there are not enough slots. Note that this configuration option does not take effect for standalone clusters, where how many slots are allocated is not controlled by Flink."
ResourceManagerOptions,slotmanager.min-total-resource.cpu,"Minimum cpu cores the Flink cluster allocates for slots. Resources for JobManager and TaskManager framework are excluded. If not configured, it will be derived from 'slotmanager.number-of-slots.min'."
ResourceManagerOptions,slotmanager.max-total-resource.cpu,"Maximum cpu cores the Flink cluster allocates for slots. Resources for JobManager and TaskManager framework are excluded. If not configured, it will be derived from 'slotmanager.number-of-slots.max'."
ResourceManagerOptions,slotmanager.min-total-resource.memory,"Minimum memory size the Flink cluster allocates for slots. Resources for JobManager and TaskManager framework are excluded. If not configured, it will be derived from 'slotmanager.number-of-slots.min'."
ResourceManagerOptions,slotmanager.max-total-resource.memory,"Maximum memory size the Flink cluster allocates for slots. Resources for JobManager and TaskManager framework are excluded. If not configured, it will be derived from 'slotmanager.number-of-slots.max'."
ResourceManagerOptions,slotmanager.redundant-taskmanager-num,"The number of redundant task managers. Redundant task managers are extra task managers started by Flink, in order to speed up job recovery in case of failures due to task manager lost. Note that this feature is available only to the active deployments (native K8s, Yarn).For fine-grained resource requirement, Redundant resources will be reserved, but it is possible that we have many small pieces of free resources form multiple TMs, which added up larger than the desired redundant resources, but each piece is too small to match the resource requirement of tasks from the failed worker."
ResourceManagerOptions,resourcemanager.start-worker.max-failure-rate,"The maximum number of start worker failures (Native Kubernetes / Yarn) per minute before pausing requesting new workers. Once the threshold is reached, subsequent worker requests will be postponed to after a configured retry interval ('resourcemanager.start-worker.retry-interval')."
ResourceManagerOptions,resourcemanager.start-worker.retry-interval,The time to wait before requesting new workers (Native Kubernetes / Yarn) once the max failure rate of starting workers ('resourcemanager.start-worker.max-failure-rate') is reached.
ResourceManagerOptions,slotmanager.requirement-check.delay,The delay of the resource requirements check.
ResourceManagerOptions,slotmanager.declare-needed-resource.delay,The delay of the declare needed resources.
ResourceManagerOptions,resourcemanager.standalone.start-up-time,"Time of the start-up period of a standalone cluster. During this time, resource manager of the standalone cluster expects new task executors to be registered, and will not fail slot requests that can not be satisfied by any current registered slots. After this time, it will fail pending and new coming requests immediately that can not be satisfied by registered slots. If not set, <code class=""highlighter-rouge"">slot.request.timeout</code> will be used by default."
ResourceManagerOptions,slotmanager.taskmanager-timeout,The timeout for an idle task manager to be released.
ResourceManagerOptions,resourcemanager.taskmanager-timeout,The timeout for an idle task manager to be released.
ResourceManagerOptions,resourcemanager.taskmanager-release.wait.result.consumed,Release task executor only when each produced result partition is either consumed or failed. 'True' is default. 'False' means that idle task executor release is not blocked by receiver confirming consumption of result partition and can happen right away after 'resourcemanager.taskmanager-timeout' has elapsed. Setting this option to 'false' can speed up task executor release but can lead to unexpected failures if end of consumption is slower than 'resourcemanager.taskmanager-timeout'.
ResourceManagerOptions,resourcemanager.taskmanager-registration.timeout,"Timeout for TaskManagers to register at the active resource managers. If exceeded, active resource manager will release and try to re-request the resource for the worker. If not configured, fallback to 'taskmanager.registration.timeout'."
ResourceManagerOptions,resourcemanager.previous-worker.recovery.timeout,"Timeout for resource manager to recover all the previous attempts workers. If exceeded, resource manager will handle new resource requests by requesting new workers. If you would like to reuse the previous workers as much as possible, you should configure a longer timeout time to wait for previous workers to register."
PipelineOptionsInternal,$internal.pipeline.job-id,"**DO NOT USE** The static JobId to be used for the specific pipeline. For fault-tolerance, this value needs to stay the same across runs."
CoreOptions,classloader.resolve-order,"Defines the class resolution strategy when loading classes from user code, meaning whether to first check the user code jar (""child-first"") or the application classpath (""parent-first""). The default settings indicate to load classes first from the user code jar, which means that user code jars can include and load different dependencies than Flink uses (transitively)."
CoreOptions,classloader.parent-first-patterns.default,"A (semicolon-separated) list of patterns that specifies which classes should always be resolved through the parent ClassLoader first. A pattern is a simple prefix that is checked against the fully qualified class name. This setting should generally not be modified. To add another pattern we recommend to use ""classloader.parent-first-patterns.additional"" instead."
CoreOptions,classloader.parent-first-patterns.additional,"A (semicolon-separated) list of patterns that specifies which classes should always be resolved through the parent ClassLoader first. A pattern is a simple prefix that is checked against the fully qualified class name. These patterns are appended to ""classloader.parent-first-patterns.default""."
CoreOptions,classloader.fail-on-metaspace-oom-error,Fail Flink JVM processes if 'OutOfMemoryError: Metaspace' is thrown while trying to load a user code class.
CoreOptions,classloader.check-leaked-classloader,Fails attempts at loading classes if the user classloader of a job is used after it has terminated.
CoreOptions,plugin.classloader.parent-first-patterns.default,"A (semicolon-separated) list of patterns that specifies which classes should always be resolved through the plugin parent ClassLoader first. A pattern is a simple prefix that is checked  against the fully qualified class name. This setting should generally not be modified. To add another  pattern we recommend to use ""plugin.classloader.parent-first-patterns.additional"" instead."
CoreOptions,plugin.classloader.parent-first-patterns.additional,"A (semicolon-separated) list of patterns that specifies which classes should always be resolved through the plugin parent ClassLoader first. A pattern is a simple prefix that is checked  against the fully qualified class name. These patterns are appended to ""plugin.classloader.parent-first-patterns.default""."
CoreOptions,env.java.opts.all,Java options to start the JVM of all Flink processes with.
CoreOptions,env.java.opts.jobmanager,Java options to start the JVM of the JobManager with.
CoreOptions,env.java.opts.taskmanager,Java options to start the JVM of the TaskManager with.
CoreOptions,env.java.opts.historyserver,Java options to start the JVM of the HistoryServer with.
CoreOptions,env.java.opts.client,Java options to start the JVM of the Flink Client with.
